store_code,entity_url,same_as_url,relationship,verification_status
KG_FREEPORT,https://kingpawnusa.com/pawn-shop-freeport/,https://kingpawnusa.com,location_page_of_canonical_brand,first_party_registry
KG_BRIGHTON_BEACH,https://kingpawnusa.com/king-gold-and-pawn-shop-brighton-beach/,https://kingpawnusa.com,location_page_of_canonical_brand,first_party_registry
KG_PITKIN,https://kingpawnusa.com/king-gold-and-pawn-shop-pitkin-avenue/,https://kingpawnusa.com,location_page_of_canonical_brand,first_party_registry
KG_SUNSET_PARK,https://kingpawnusa.com/king-gold-and-pawn-shop-5th-avenue-brooklyn/,https://kingpawnusa.com,location_page_of_canonical_brand,first_party_registry
KG_BRONX_LONGWOOD,https://kingpawnusa.com/pawn-shop-the-bronx/,https://kingpawnusa.com,location_page_of_canonical_brand,first_party_registry
KG_LAWRENCE,https://kingpawnusa.com/pawn-shop-lawrence/,https://kingpawnusa.com,location_page_of_canonical_brand,first_party_registry
KG_NEW_ROCHELLE,https://kingpawnusa.com/pawn-shop-new-rochelle/,https://kingpawnusa.com,location_page_of_canonical_brand,first_party_registry
